county,state,avganncount,avgdeathsperyear,popest2015,medincome,binnedinc,medianage,medianagemale,medianagefemale,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctpubliccoverage,povertypercent,studypercap
Yuba County, California,291.0,116,74492,41403,"(40362.7, 42724.4]",32.1,31.0,33.2,25.0,9.9,46.4,14.8,52.1,44.9,21.6,255.0609461
Adams County, Colorado,1522.0,557,491337,59316,"(54545.6, 61494.5]",33.0,32.6,33.5,28.8,15.2,65.2,7.9,60.7,29.8,12.9,926.0446496
Alamosa County, Colorado,62.0,24,16496,38140,"(37413.8, 40362.7]",30.1,29.4,30.4,25.9,14.3,49.9,10.4,53.6,44.4,22.5,181.8622696
Arapahoe County, Colorado,2362.0,753,631096,65359,"(61494.5, 125635]",36.1,35.0,37.4,20.4,26.0,65.7,7.2,70.3,26.0,11.2,456.34895480000006
Archuleta County, Colorado,68.0,17,12352,44508,"(42724.4, 45201]",49.6,48.0,51.6,26.0,23.5,,8.2,51.8,42.8,14.7,0.0
Baca County, Colorado,24.0,13,3615,36294,"(34218.1, 37413.8]",47.6,46.8,48.4,31.6,14.3,56.6,4.5,51.2,51.4,20.0,0.0
Bent County, Colorado,24.0,13,5830,35424,"(34218.1, 37413.8]",41.1,38.7,50.3,44.5,4.8,24.0,8.3,46.7,54.0,32.3,0.0
Boulder County, Colorado,1159.0,340,319372,71546,"(61494.5, 125635]",35.8,34.4,37.1,12.7,31.8,65.5,6.1,78.3,21.8,13.3,629.3601192000001
Broomfield County, Colorado,215.0,80,65065,85885,"(61494.5, 125635]",37.5,36.6,38.1,14.7,32.8,67.4,5.5,82.8,19.9,4.0,46.10773842
DeKalb County, Alabama,322.0,138,71130,36241,"(34218.1, 37413.8]",39.3,38.2,40.4,35.2,6.3,50.1,7.7,57.7,37.6,24.0,0.0
Chaffee County, Colorado,105.0,39,18658,48840,"(48021.6, 51046.4]",49.2,45.8,51.4,26.7,21.3,51.9,5.9,63.0,40.7,12.4,0.0
Cheyenne County, Colorado,10.0,4,1829,52273,"(51046.4, 54545.6]",37.0,37.3,36.5,33.6,17.3,61.9,9.3,61.0,26.3,13.4,1093.493712
Clear Creek County, Colorado,50.0,15,9303,69115,"(61494.5, 125635]",48.0,47.0,48.1,22.0,25.9,65.6,5.4,76.8,26.8,8.5,0.0
Conejos County, Colorado,33.0,14,8130,33998,"[22640, 34218.1]",38.4,38.1,39.0,32.8,14.5,48.4,9.7,45.9,47.3,22.9,0.0
Costilla County, Colorado,17.0,7,3584,27882,"[22640, 34218.1]",49.0,47.6,52.2,27.4,8.3,41.8,14.0,41.0,57.5,28.5,0.0
Crowley County, Colorado,22.0,7,5562,32570,"[22640, 34218.1]",35.5,38.6,30.1,39.1,7.8,32.7,27.0,44.7,52.9,40.5,0.0
Custer County, Colorado,31.0,11,4445,48368,"(48021.6, 51046.4]",56.4,58.5,55.0,18.7,21.9,38.2,14.0,51.9,52.0,14.9,0.0
Delta County, Colorado,178.0,78,29979,45283,"(45201, 48021.6]",47.3,45.3,48.8,37.5,12.7,46.3,11.7,53.6,43.9,15.6,0.0
Denver County, Colorado,2459.0,909,682545,54872,"(54545.6, 61494.5]",34.1,33.8,34.3,17.7,27.3,66.3,6.3,62.1,31.1,15.9,881.9931287
Dolores County, Colorado,7.0,4,1978,44235,"(42724.4, 45201]",39.9,37.6,48.6,37.8,16.9,54.2,4.6,59.9,44.8,15.4,0.0
Elmore County, Alabama,406.0,158,81468,54298,"(51046.4, 54545.6]",37.9,36.7,39.1,35.4,13.4,52.2,8.3,74.2,31.3,14.4,36.82427456
Douglas County, Colorado,984.0,259,322387,107250,"(61494.5, 125635]",37.6,36.9,38.2,12.9,37.8,70.3,4.1,88.9,13.8,3.7,843.706477
Eagle County, Colorado,138.0,26,53605,76661,"(61494.5, 125635]",35.6,35.4,35.7,17.9,34.8,76.5,4.4,72.2,15.7,7.8,93.27488107
Elbert County, Colorado,102.0,32,24735,83603,"(61494.5, 125635]",45.1,45.1,45.2,27.0,22.0,64.7,6.7,77.9,22.9,5.9,0.0
El Paso County, Colorado,2600.0,825,674471,59286,"(54545.6, 61494.5]",33.6,32.2,35.4,21.0,21.9,57.3,8.4,72.0,29.1,12.2,173.46928190000003
Fremont County, Colorado,288.0,110,46692,41385,"(40362.7, 42724.4]",43.5,40.5,49.0,39.2,9.4,35.1,9.2,58.5,47.6,19.1,0.0
Garfield County, Colorado,183.0,58,58095,62529,"(61494.5, 125635]",35.9,35.8,36.1,26.1,19.6,66.5,6.9,58.2,23.3,10.2,51.6395559
Gilpin County, Colorado,22.0,7,5828,64752,"(61494.5, 125635]",44.7,44.6,44.8,24.4,20.1,68.0,4.9,73.0,22.6,7.9,0.0
Grand County, Colorado,47.0,16,14615,59379,"(54545.6, 61494.5]",42.5,42.4,42.6,25.5,26.9,68.9,5.7,64.1,23.6,10.4,0.0
Gunnison County, Colorado,40.0,12,16067,48940,"(48021.6, 51046.4]",34.3,34.1,34.8,17.0,40.4,,7.8,69.1,22.2,14.9,248.9574905
Huerfano County, Colorado,52.0,21,6492,32750,"[22640, 34218.1]",53.5,52.4,54.9,27.0,14.9,39.9,15.0,54.3,49.0,22.0,0.0
Jefferson County, Colorado,2635.0,846,565524,70687,"(61494.5, 125635]",40.4,39.0,41.9,21.3,26.4,65.5,5.9,77.1,24.2,8.3,282.923448
Kiowa County, Colorado,8.0,5,1423,42310,"(40362.7, 42724.4]",41.2,41.4,40.9,34.3,13.3,62.9,2.0,64.5,35.1,13.5,0.0
Kit Carson County, Colorado,40.0,17,7758,46394,"(45201, 48021.6]",38.9,38.0,41.9,38.5,9.5,54.3,5.9,59.3,35.4,14.9,128.8992008
Lake County, Colorado,23.0,8,7485,46765,"(45201, 48021.6]",39.0,38.9,39.0,35.5,20.0,69.7,5.7,59.7,28.2,16.0,0.0
La Plata County, Colorado,233.0,69,54688,60658,"(54545.6, 61494.5]",38.8,37.6,40.0,19.4,27.3,63.7,5.2,70.6,25.0,10.7,749.7074312000001
Larimer County, Colorado,1230.0,419,333577,57659,"(54545.6, 61494.5]",35.5,34.4,36.7,19.0,27.6,63.1,6.7,75.7,25.5,12.8,257.8115398
Las Animas County, Colorado,80.0,35,14058,39625,"(37413.8, 40362.7]",45.0,42.2,48.0,28.3,10.5,49.3,9.2,56.6,43.0,17.4,0.0
Lincoln County, Colorado,26.0,11,5557,41248,"(40362.7, 42724.4]",37.8,35.8,44.0,42.2,11.6,32.8,6.3,64.2,43.4,18.3,2159.4385460000003
Logan County, Colorado,105.0,42,22036,45439,"(45201, 48021.6]",37.6,36.1,41.6,31.3,9.8,57.0,9.0,59.0,37.0,17.7,0.0
Mesa County, Colorado,724.0,281,148513,50106,"(48021.6, 51046.4]",38.4,36.8,40.1,29.1,17.7,57.8,8.7,63.2,36.5,15.4,188.5356837
Etowah County, Alabama,615.0,264,103057,39904,"(37413.8, 40362.7]",40.8,39.3,42.2,31.9,10.1,49.4,9.0,62.8,38.7,19.0,0.0
Moffat County, Colorado,55.0,21,12937,56193,"(54545.6, 61494.5]",37.1,35.9,38.1,40.3,11.1,62.9,5.9,64.1,31.0,11.2,0.0
Montezuma County, Colorado,148.0,54,26168,44163,"(42724.4, 45201]",43.4,42.3,45.0,29.0,15.4,54.2,9.5,49.9,40.9,16.3,0.0
Montrose County, Colorado,208.0,87,40946,46336,"(45201, 48021.6]",44.2,42.4,45.5,31.6,15.3,51.6,10.2,54.1,42.8,15.5,73.26723001
Morgan County, Colorado,126.0,53,28360,47631,"(45201, 48021.6]",36.4,35.6,37.3,32.1,8.9,61.7,6.2,62.9,36.6,13.4,0.0
Otero County, Colorado,100.0,41,18343,33043,"[22640, 34218.1]",39.7,39.2,40.4,28.9,10.7,49.7,10.7,46.5,50.6,26.0,0.0
Ouray County, Colorado,20.0,7,4691,57242,"(54545.6, 61494.5]",52.9,51.2,53.5,19.4,30.8,56.4,6.7,69.8,35.0,9.6,0.0
Park County, Colorado,74.0,23,16510,58487,"(54545.6, 61494.5]",49.4,49.7,49.0,25.5,20.4,63.8,5.6,71.8,28.1,9.4,0.0
Phillips County, Colorado,26.0,10,4349,47006,"(45201, 48021.6]",43.7,38.8,45.2,29.1,14.8,57.8,5.3,64.4,38.0,11.5,0.0
Pitkin County, Colorado,64.0,12,17787,73274,"(61494.5, 125635]",43.4,43.7,43.4,11.5,42.2,69.0,7.7,75.1,19.1,7.0,0.0
Bristol County, Massachusetts,3168.0,1154,556772,57732,"(54545.6, 61494.5]",40.6,39.2,41.8,30.2,16.6,59.9,9.0,70.5,39.1,12.4,39.51348128
Dukes County, Massachusetts,113.0,37,17299,61259,"(54545.6, 61494.5]",45.9,44.9,47.3,23.1,25.1,62.2,5.2,70.5,34.8,9.0,0.0
Essex County, Massachusetts,4431.0,1477,776043,70074,"(61494.5, 125635]",40.6,38.9,42.2,26.2,22.3,62.5,7.7,71.6,37.2,10.7,73.44953823
Franklin County, Massachusetts,387.0,149,70601,53953,"(51046.4, 54545.6]",45.1,43.8,46.6,27.1,18.8,62.6,6.7,73.6,40.1,12.0,84.98463195
Hampden County, Massachusetts,2371.0,1004,470690,49072,"(48021.6, 51046.4]",38.6,36.7,40.4,30.8,15.6,56.8,10.0,62.7,46.4,17.7,31.86810852
Hampshire County, Massachusetts,715.0,291,161292,57737,"(54545.6, 61494.5]",35.9,35.2,36.5,24.2,21.6,60.6,7.2,79.7,29.5,15.0,18.59980656
Middlesex County, Massachusetts,7861.0,2722,1585139,84026,"(61494.5, 125635]",38.5,37.1,39.9,21.1,26.2,65.5,6.1,80.7,27.2,8.9,49.20704115
Nantucket County, Massachusetts,64.0,16,10925,82596,"(61494.5, 125635]",39.5,38.0,40.4,25.4,26.2,72.4,3.0,74.0,32.5,7.1,0.0
Norfolk County, Massachusetts,3932.0,1349,696023,90039,"(61494.5, 125635]",40.9,39.6,42.2,21.0,28.0,64.5,6.9,83.6,26.9,6.5,22.98774609
Plymouth County, Massachusetts,3012.0,1037,510393,74576,"(61494.5, 125635]",42.1,40.5,43.4,29.0,22.1,62.4,7.9,76.7,33.4,8.5,25.47056876
Suffolk County, Massachusetts,3190.0,1170,778121,54280,"(51046.4, 54545.6]",32.2,31.6,32.8,23.6,23.2,62.5,8.7,64.8,37.9,21.5,2389.088586
Worcester County, Massachusetts,4132.0,1539,818963,65217,"(61494.5, 125635]",39.8,38.4,41.0,28.9,21.3,61.8,7.8,74.7,34.3,11.5,69.60021393
Alcona County, Michigan,92.0,42,10349,36377,"(34218.1, 37413.8]",56.6,56.5,56.7,39.9,9.0,35.3,12.2,66.6,55.6,17.5,0.0
Alger County, Michigan,62.0,24,9383,45308,"(45201, 48021.6]",48.7,45.5,52.0,43.2,13.1,38.7,10.8,65.8,43.5,15.5,0.0
Allegan County, Michigan,484.0,207,114625,54232,"(51046.4, 54545.6]",40.0,39.2,40.8,38.3,14.5,58.1,6.1,72.0,32.5,11.4,8.724100327
Alpena County, Michigan,228.0,81,28803,38121,"(37413.8, 40362.7]",47.1,45.6,48.5,33.4,10.1,,9.3,65.7,43.2,16.8,0.0
Antrim County, Michigan,161.0,66,23154,45743,"(45201, 48021.6]",49.5,48.6,50.2,33.7,15.8,49.3,9.7,64.6,45.7,13.0,0.0
Arenac County, Michigan,114.0,50,15261,36460,"(34218.1, 37413.8]",48.4,47.9,49.0,42.8,7.3,43.0,12.0,62.9,47.9,19.9,65.52650547
Baraga County, Michigan,47.0,22,8575,41624,"(40362.7, 42724.4]",43.6,39.3,49.0,44.1,8.8,31.6,8.1,69.8,43.2,15.8,0.0
Barry County, Michigan,223.0,115,59314,57235,"(54545.6, 61494.5]",42.6,42.1,43.1,36.6,12.4,57.1,7.9,73.7,35.4,10.2,0.0
Bay County, Michigan,616.0,262,105659,46061,"(45201, 48021.6]",42.6,40.2,44.5,35.6,12.5,53.0,9.7,69.8,39.7,16.8,132.5017273
Benzie County, Michigan,125.0,50,17457,48846,"(48021.6, 51046.4]",48.4,47.2,49.4,34.2,13.6,52.3,8.4,68.1,42.1,11.8,0.0
Berrien County, Michigan,945.0,370,154636,44145,"(42724.4, 45201]",41.4,39.9,42.8,30.6,15.5,55.0,9.4,64.9,38.4,17.7,1189.891099
Branch County, Michigan,202.0,92,43664,46371,"(45201, 48021.6]",40.6,39.8,41.9,40.8,9.0,53.3,7.0,66.6,36.7,15.2,0.0
Calhoun County, Michigan,691.0,315,134314,45916,"(45201, 48021.6]",40.1,38.7,41.0,35.7,13.6,52.9,10.0,66.5,39.2,15.4,461.604896
Cass County, Michigan,228.0,125,51657,48030,"(48021.6, 51046.4]",44.1,43.1,45.2,36.2,11.5,53.5,9.7,65.5,38.0,14.8,0.0
Charlevoix County, Michigan,177.0,64,26238,47991,"(45201, 48021.6]",46.7,45.7,47.5,31.8,16.9,55.1,7.8,71.3,37.9,12.6,0.0
Cheboygan County, Michigan,180.0,78,25427,41930,"(40362.7, 42724.4]",49.1,48.2,50.1,39.4,11.8,46.3,13.9,60.2,48.2,16.1,0.0
Green Lake County, Wisconsin,120.0,49,18856,51175,"(51046.4, 54545.6]",45.2,44.2,46.9,42.3,11.4,59.5,5.7,67.4,38.0,11.3,0.0
Iowa County, Wisconsin,120.0,46,23813,58419,"(54545.6, 61494.5]",42.9,42.1,43.4,36.3,15.5,,4.7,76.2,31.4,8.9,0.0
Iron County, Wisconsin,49.0,24,5794,39408,"(37413.8, 40362.7]",52.4,52.4,52.5,35.8,14.1,50.1,7.0,65.3,46.7,15.6,0.0
Jackson County, Wisconsin,114.0,46,20554,47985,"(45201, 48021.6]",42.2,40.7,43.8,42.2,9.1,,5.6,66.2,39.2,14.0,194.6093218
Jefferson County, Wisconsin,416.0,153,84559,56365,"(54545.6, 61494.5]",39.1,38.6,39.8,36.5,15.6,65.9,5.5,77.2,30.3,10.6,236.5212455
Juneau County, Wisconsin,155.0,65,26224,45158,"(42724.4, 45201]",44.4,42.9,45.9,42.2,9.0,53.0,7.1,66.0,42.7,13.1,0.0
Kenosha County, Wisconsin,781.0,314,168437,53945,"(51046.4, 54545.6]",37.4,36.4,38.3,32.8,16.3,60.7,9.7,69.8,32.0,15.4,100.9279434
Kewaunee County, Wisconsin,112.0,37,20366,56160,"(54545.6, 61494.5]",43.5,42.8,44.6,44.2,11.9,63.4,4.7,78.6,31.6,8.9,0.0
La Crosse County, Wisconsin,571.0,210,118212,49790,"(48021.6, 51046.4]",35.4,34.5,36.3,27.7,19.5,65.1,5.4,76.9,28.6,12.6,676.7502453
Lafayette County, Wisconsin,86.0,36,16829,52260,"(51046.4, 54545.6]",41.4,40.5,42.1,41.5,12.2,66.2,3.6,71.8,31.0,11.7,0.0
Langlade County, Wisconsin,132.0,53,19223,40968,"(40362.7, 42724.4]",47.2,46.3,48.3,42.4,10.3,54.3,8.2,63.2,43.4,15.9,1404.567445
Lincoln County, Wisconsin,196.0,78,27980,48881,"(48021.6, 51046.4]",46.1,45.5,46.9,40.5,10.9,59.6,6.1,74.7,36.1,10.9,0.0
Manitowoc County, Wisconsin,471.0,188,79806,48430,"(48021.6, 51046.4]",44.2,43.0,45.6,39.9,14.2,,5.7,75.2,34.0,10.8,350.85081319999995
Marathon County, Wisconsin,743.0,253,135868,54400,"(51046.4, 54545.6]",40.6,39.2,41.7,37.1,16.1,65.2,5.7,75.6,30.5,9.9,1037.7719550000002
Marinette County, Wisconsin,280.0,119,40884,43701,"(42724.4, 45201]",47.2,46.3,48.0,42.6,9.9,55.3,7.5,69.6,41.6,13.4,1858.917914
Marquette County, Wisconsin,110.0,54,15075,43661,"(42724.4, 45201]",48.6,47.8,49.4,43.8,9.0,54.4,7.6,68.8,42.5,13.0,0.0
Menominee County, Wisconsin,19.0,9,4573,36774,"(34218.1, 37413.8]",31.6,27.4,34.4,43.8,10.0,43.8,14.8,33.9,45.2,29.1,0.0
Milwaukee County, Wisconsin,4630.0,1813,957735,42946,"(42724.4, 45201]",34.2,33.1,35.2,28.1,19.0,59.7,9.3,60.2,38.5,22.0,486.5646552
Monroe County, Wisconsin,238.0,95,45549,52978,"(51046.4, 54545.6]",39.3,38.8,39.8,39.4,12.4,60.0,6.5,69.4,34.7,14.4,0.0
Oconto County, Wisconsin,233.0,91,37435,52776,"(51046.4, 54545.6]",45.4,45.4,45.4,43.7,10.4,62.3,5.5,73.1,32.8,10.5,988.3798584
Oneida County, Wisconsin,297.0,113,35567,49040,"(48021.6, 51046.4]",49.9,48.9,51.0,34.3,15.5,54.7,6.3,71.8,41.2,12.6,2755.363118
Outagamie County, Wisconsin,845.0,282,183245,59377,"(54545.6, 61494.5]",37.8,36.6,38.9,34.2,19.7,68.1,3.9,78.5,25.5,10.0,120.0578461
Ozaukee County, Wisconsin,522.0,181,87850,77364,"(61494.5, 125635]",43.8,42.7,44.8,22.5,30.3,64.8,4.5,85.2,24.4,5.0,330.1081389
Pepin County, Wisconsin,39.0,18,7290,53828,"(51046.4, 54545.6]",45.2,44.1,46.2,43.0,12.2,60.8,4.6,70.5,34.7,12.1,411.5226337
Pierce County, Wisconsin,108.0,57,40889,68471,"(61494.5, 125635]",35.9,36.1,35.8,32.6,19.1,68.1,3.6,79.4,23.5,10.8,24.45645528
Polk County, Wisconsin,182.0,99,43441,52411,"(51046.4, 54545.6]",44.1,43.6,44.7,39.0,13.3,60.1,6.8,69.5,36.1,11.2,0.0
Portage County, Wisconsin,308.0,119,70408,52075,"(51046.4, 54545.6]",36.2,35.2,37.2,33.7,19.6,62.8,7.2,78.7,28.2,15.4,894.7846836000001
Price County, Wisconsin,100.0,41,13645,42659,"(40362.7, 42724.4]",50.5,50.0,51.1,41.6,12.2,56.9,4.6,67.5,44.8,13.0,0.0
Racine County, Wisconsin,1069.0,371,195080,54782,"(54545.6, 61494.5]",39.7,38.6,41.2,30.7,15.7,59.9,8.4,70.8,32.8,13.1,287.0617183
Richland County, Wisconsin,105.0,45,17495,44026,"(42724.4, 45201]",44.1,42.7,45.5,41.0,10.7,58.8,4.8,68.9,38.6,13.5,0.0
Rock County, Wisconsin,819.0,344,161448,51237,"(51046.4, 54545.6]",38.9,37.7,40.2,36.8,13.4,60.1,8.5,69.7,35.4,14.9,12.3878896
Rusk County, Wisconsin,102.0,45,14124,39999,"(37413.8, 40362.7]",47.5,46.7,48.3,43.2,10.1,55.2,5.9,60.6,46.4,16.9,708.0147267000001
St. Croix County, Wisconsin,249.0,125,87513,75920,"(61494.5, 125635]",37.6,37.2,37.9,27.7,22.8,69.6,4.6,81.8,23.0,4.9,399.9405803
Sauk County, Wisconsin,316.0,141,63642,50243,"(48021.6, 51046.4]",40.9,38.3,43.3,36.6,15.3,64.9,5.5,71.9,34.4,11.9,0.0
Sawyer County, Wisconsin,123.0,55,16376,40701,"(40362.7, 42724.4]",49.3,49.1,49.6,34.5,14.6,,9.8,57.9,48.4,17.0,0.0
Shawano County, Wisconsin,257.0,101,41304,47841,"(45201, 48021.6]",44.3,43.6,45.2,45.3,10.5,60.5,5.4,68.9,35.5,11.2,0.0
Sheboygan County, Wisconsin,659.0,238,115569,55335,"(54545.6, 61494.5]",41.3,40.1,42.6,36.7,16.1,64.3,5.8,76.8,30.2,9.1,597.0459206
Taylor County, Wisconsin,107.0,37,20455,48683,"(48021.6, 51046.4]",43.1,42.4,44.0,46.3,9.3,62.2,5.5,69.4,35.7,11.7,0.0
Trempealeau County, Wisconsin,162.0,61,29550,50266,"(48021.6, 51046.4]",40.7,40.4,41.0,38.8,13.2,65.9,3.6,74.6,30.7,12.2,0.0
Vernon County, Wisconsin,160.0,70,30506,46943,"(45201, 48021.6]",42.3,41.8,42.9,38.1,13.5,57.8,4.0,63.6,33.2,18.0,0.0
Vilas County, Wisconsin,218.0,72,21387,41211,"(40362.7, 42724.4]",52.6,52.1,53.1,31.4,16.7,49.3,8.0,65.6,50.4,14.8,187.0295039
Walworth County, Wisconsin,560.0,217,102804,52852,"(51046.4, 54545.6]",38.9,37.4,39.9,31.8,17.3,62.9,7.2,73.3,30.9,13.7,165.3632154
Washburn County, Wisconsin,116.0,55,15552,42079,"(40362.7, 42724.4]",49.2,49.1,49.4,38.8,14.1,52.9,6.6,64.8,45.3,13.4,0.0
Washington County, Wisconsin,707.0,237,133674,69346,"(61494.5, 125635]",42.1,40.8,43.0,30.0,20.9,68.5,4.5,82.8,25.2,5.9,44.88531801
Waukesha County, Wisconsin,2221.0,750,396488,76584,"(61494.5, 125635]",42.8,41.5,43.9,24.3,27.5,66.3,4.2,84.6,23.7,5.8,534.6946188000001
Waupaca County, Wisconsin,333.0,147,51945,52850,"(51046.4, 54545.6]",44.4,43.5,45.3,43.7,12.6,60.7,5.7,73.5,33.4,10.4,0.0
Waushara County, Wisconsin,158.0,70,24033,46835,"(45201, 48021.6]",47.9,46.8,49.2,42.3,9.8,51.6,7.2,67.0,41.8,13.9,0.0
Winnebago County, Wisconsin,891.0,332,169546,52711,"(51046.4, 54545.6]",37.7,37.1,38.5,34.0,18.8,62.7,4.7,76.3,29.3,12.1,176.9431305
Wood County, Wisconsin,442.0,165,73435,51003,"(48021.6, 51046.4]",43.4,42.1,44.8,39.2,12.9,61.2,6.6,72.8,37.5,11.3,2178.7975760000004
Albany County, Wyoming,114.0,36,37956,42838,"(42724.4, 45201]",26.6,26.1,27.0,17.0,27.7,64.5,4.7,79.8,19.0,24.0,0.0
Big Horn County, Wyoming,63.0,27,12022,50437,"(48021.6, 51046.4]",41.2,41.5,40.6,31.3,14.5,56.9,4.4,65.3,32.3,10.7,0.0
Campbell County, Wyoming,146.0,58,49220,79358,"(61494.5, 125635]",32.7,32.4,32.9,34.4,14.7,73.6,4.0,77.0,16.1,7.1,0.0
Carbon County, Wyoming,77.0,26,15559,58225,"(54545.6, 61494.5]",39.0,38.2,39.8,35.6,13.6,63.5,4.3,71.2,27.1,12.3,64.27148274
Converse County, Wyoming,67.0,30,14236,63166,"(61494.5, 125635]",40.3,38.9,41.6,38.0,12.4,66.4,5.1,74.1,28.8,9.3,0.0
Crook County, Wyoming,28.0,15,7444,59701,"(54545.6, 61494.5]",43.4,42.6,44.8,34.7,12.8,65.0,4.1,73.1,29.5,8.4,0.0
Fremont County, Wyoming,191.0,81,40315,48624,"(48021.6, 51046.4]",38.2,37.1,39.4,31.7,14.6,59.2,7.8,59.0,34.0,14.0,0.0
Goshen County, Wyoming,72.0,31,13383,45721,"(45201, 48021.6]",42.9,41.6,44.7,29.9,14.1,55.0,6.8,67.1,37.8,14.3,0.0
Hot Springs County, Wyoming,37.0,13,4741,44427,"(42724.4, 45201]",49.6,48.1,50.1,30.8,13.1,59.2,3.3,65.1,40.7,10.9,0.0
Johnson County, Wyoming,49.0,19,8585,51434,"(51046.4, 54545.6]",44.6,42.9,45.8,36.1,16.5,63.8,3.6,76.9,30.5,9.7,0.0
Laramie County, Wyoming,435.0,159,97121,57192,"(54545.6, 61494.5]",36.7,35.2,38.2,26.3,17.8,61.3,5.0,74.6,27.8,10.8,175.03938390000002
Lincoln County, Wyoming,73.0,27,18722,63575,"(61494.5, 125635]",38.1,37.6,39.1,31.5,15.7,63.0,6.4,77.6,24.9,9.0,0.0
Natrona County, Wyoming,367.0,139,82178,57427,"(54545.6, 61494.5]",36.0,35.4,37.1,27.5,14.5,65.7,5.1,69.6,26.8,10.4,462.4108642
Niobrara County, Wyoming,16.0,7,2542,45251,"(45201, 48021.6]",43.0,41.4,44.3,28.1,17.5,,1.6,67.9,34.7,14.7,0.0
Park County, Wyoming,158.0,61,29228,55354,"(54545.6, 61494.5]",43.6,42.3,44.6,28.5,17.5,64.5,3.8,71.4,30.5,10.8,1402.764472
Platte County, Wyoming,54.0,20,8812,49713,"(48021.6, 51046.4]",47.9,46.2,49.6,30.8,14.7,57.3,2.4,62.6,37.0,13.0,0.0
Sheridan County, Wyoming,173.0,65,30009,54716,"(54545.6, 61494.5]",42.2,42.0,42.5,27.2,19.3,60.2,3.4,73.9,29.3,9.9,1499.550135
Sublette County, Wyoming,33.0,11,9899,77222,"(61494.5, 125635]",38.1,36.9,39.8,35.2,17.0,69.7,5.4,76.1,18.2,6.8,0.0
Sweetwater County, Wyoming,155.0,49,44626,72604,"(61494.5, 125635]",33.6,33.9,33.4,35.4,13.8,68.4,5.4,74.2,21.9,9.8,0.0
Teton County, Wyoming,83.0,23,23125,75348,"(61494.5, 125635]",38.0,38.2,37.9,17.9,37.8,76.5,2.6,77.0,14.4,7.7,0.0
Uinta County, Wyoming,68.0,24,20822,56800,"(54545.6, 61494.5]",34.6,33.2,35.8,36.2,13.9,65.8,4.4,71.0,24.4,10.0,0.0
Washakie County, Wyoming,50.0,21,8328,50802,"(48021.6, 51046.4]",43.4,43.7,43.1,29.3,15.0,58.7,6.8,66.8,32.2,12.6,0.0
Weston County, Wyoming,37.0,17,7234,55520,"(54545.6, 61494.5]",42.1,42.0,42.7,32.2,12.9,57.7,5.2,73.4,29.4,13.2,0.0
Franklin County, Mississippi,48.0,17,7743,36544,"(34218.1, 37413.8]",43.2,43.0,43.4,37.3,10.5,51.1,8.9,58.5,36.6,20.5,0.0
George County, Mississippi,98.0,48,23373,44811,"(42724.4, 45201]",36.4,35.3,38.6,40.7,7.6,47.0,9.0,56.2,35.7,17.0,0.0
Greene County, Mississippi,51.0,24,13522,39615,"(37413.8, 40362.7]",36.9,36.3,39.6,36.7,5.6,34.3,12.6,54.9,39.2,23.6,0.0
Grenada County, Mississippi,141.0,60,21578,33650,"[22640, 34218.1]",40.4,38.8,40.9,30.2,9.9,,9.4,55.3,44.0,24.8,185.373992
Hancock County, Mississippi,239.0,98,46420,46288,"(45201, 48021.6]",41.8,40.4,42.9,29.2,13.3,50.4,10.1,56.9,36.7,19.8,43.08487721
Harrison County, Mississippi,959.0,398,201410,41010,"(40362.7, 42724.4]",424.8,34.2,36.8,28.8,13.2,54.0,9.7,57.5,35.9,18.8,24.82498386
Hinds County, Mississippi,1189.0,413,242891,38454,"(37413.8, 40362.7]",33.6,32.0,35.2,24.9,16.1,55.4,10.3,56.1,37.2,23.6,551.6877941
Holmes County, Mississippi,110.0,48,18340,22640,"[22640, 34218.1]",33.5,31.0,36.6,36.9,8.5,37.5,19.2,34.9,52.6,44.0,0.0
Humphreys County, Mississippi,55.0,22,8669,25562,"[22640, 34218.1]",35.3,32.3,37.5,27.8,7.8,39.4,26.8,33.5,53.4,40.3,0.0
Issaquena County, Mississippi,7.0,4,1337,37096,"(34218.1, 37413.8]",44.3,44.5,43.7,34.9,4.4,27.0,11.6,36.6,57.1,39.5,0.0
Itawamba County, Mississippi,136.0,55,23609,38366,"(37413.8, 40362.7]",39.3,37.1,41.5,31.8,8.8,50.0,9.3,61.2,39.0,17.2,0.0
Jackson County, Mississippi,728.0,285,141425,48018,"(45201, 48021.6]",37.8,36.7,38.6,31.4,12.1,53.5,9.1,62.3,32.0,15.6,141.4177126
Jasper County, Mississippi,102.0,42,16569,35019,"(34218.1, 37413.8]",41.6,41.2,42.2,36.4,9.0,47.6,7.9,52.3,46.8,22.7,0.0
Jefferson County, Mississippi,42.0,17,7507,26408,"[22640, 34218.1]",34.8,33.4,37.5,36.4,6.6,30.9,15.9,43.0,52.2,38.5,0.0
Jefferson Davis County, Mississippi,75.0,35,11665,28271,"[22640, 34218.1]",43.1,42.1,44.6,39.1,9.7,42.2,12.9,46.4,47.3,29.8,0.0
Jones County, Mississippi,346.0,141,68215,37367,"(34218.1, 37413.8]",36.6,35.6,37.9,28.2,10.4,50.2,7.4,52.2,43.6,24.4,0.0
Kemper County, Mississippi,55.0,22,9969,33015,"[22640, 34218.1]",38.3,35.7,41.5,31.1,7.9,42.9,10.1,49.6,47.2,28.2,0.0
